Date,MKT,SMB,HML FF,HML devil,RMW,CMA,RF,MOM,STR
201703,0.17,0.74,-3.32,-0.026,0.62,-0.94,0.03,-1.02,-0.85
201704,1.09,0.47,-2.1,-0.0259,1.91,-1.6,0.05,0.48,-2.1
201705,1.06,-3.03,-3.78,-0.0478,0.95,-1.81,0.06,1.48,-3.37
201706,0.78,2.57,1.48,0.0171,-2.25,0.01,0.06,-0.09,4.08
201707,1.87,-1.66,-0.24,-0.0022,-0.69,-0.11,0.07,1.68,2
201708,0.16,-1.83,-2.09,-0.0271,0.15,-2.37,0.09,3.26,-0.35
201709,2.51,4.77,3.12,0.0223,-1.46,1.67,0.09,-1.32,2.81
201710,2.25,-1.93,0.21,-0.0248,0.92,-3.24,0.09,4.27,-0.74
201711,3.12,-0.36,-0.08,-0.0012,3.19,-0.08,0.08,-0.87,0.42
201712,1.06,-1.07,0.05,0.0168,0.75,1.67,0.09,-1.54,-0.76
201801,5.57,-3.2,-1.33,-0.0266,-0.73,-1.01,0.12,4.05,0.66
201802,-3.65,0.31,-1.07,-0.0317,0.54,-2.39,0.11,3.58,-2.37
201803,-2.35,3.58,-0.23,0.0085,-0.45,0,0.11,-1.13,0.32
201804,0.28,0.93,0.54,0.0215,-2.43,1.27,0.14,0.36,-0.78
201805,2.65,4.74,-3.18,-0.0327,-2.05,-1.47,0.14,3.89,-0.1
201806,0.48,0.81,-2.33,0.0021,0.78,0.24,0.14,-2.35,0.63
201807,3.19,-1.93,0.47,0.0026,1.56,0.35,0.16,-1.41,1.78
201808,3.44,0.63,-3.98,-0.0481,-0.3,-2.66,0.16,5.29,1.53
201809,0.06,-2.49,-1.69,-0.0013,0.64,1.3,0.15,0.04,0.08
201810,-7.68,-4.46,3.44,0.0337,0.94,3.6,0.19,-1.99,1.27
201811,1.69,-0.77,0.28,-0.0139,-0.56,0.36,0.18,-1.37,1.23
201812,-9.57,-2.87,-1.85,-0.0253,-0.03,0.22,0.2,2.11,-1.61
201901,8.4,3.02,-0.46,0.0305,-0.78,-1.51,0.21,-8.68,8.1
201902,3.4,1.74,-2.67,-0.0284,0.12,-1.6,0.18,0.86,-0.07
201903,1.1,-3.5,-4.1,-0.0257,0.9,-0.96,0.19,2.21,0.09
201904,3.97,-1.17,2.14,0.0066,1.62,-2.2,0.21,-2.97,0.88
201905,-6.94,-1.58,-2.35,-0.0387,-0.47,1.76,0.21,7.56,0.81
201906,6.93,0.36,-0.72,-0.0026,0.91,-0.43,0.18,-2.3,3.84
201907,1.19,-1.78,0.47,-0.0102,-0.07,0.37,0.19,2.89,-0.21
201908,-2.58,-3.23,-4.77,-0.0528,0.55,-0.69,0.16,6.92,-2.39
201909,1.43,0.27,6.74,0.0593,1.84,3.36,0.18,-6.81,5.05
201910,2.06,0.27,-1.92,-0.0247,0.44,-0.96,0.16,0.15,-0.41
201911,3.87,0.45,-2,-0.0182,-1.6,-1.25,0.12,-2.66,-0.19
201912,2.77,0.97,1.77,0.034,0,1.23,0.14,-1.77,0.64
202001,-0.11,-4.38,-6.23,-0.0841,-1.17,-2.32,0.13,5.98,2.56
202002,-8.13,0.04,-3.79,-0.0305,-1.47,-2.51,0.12,-0.4,-2.39
202003,-13.39,-8.3,-13.95,-0.1453,-1.52,1.26,0.13,7.97,-11.6
202004,13.65,2.58,-1.26,0.1049,2.71,-1.01,0,-5.23,15.68
202005,5.58,1.97,-4.89,-0.036,0.96,-3.25,0.01,0.43,-3.28
202006,2.46,1.97,-2.17,-0.0032,0.09,0.53,0.01,-0.73,-1.9
202007,5.77,-3.2,-1.37,-0.0491,0.4,0.96,0.01,7.61,-3.3
202008,7.63,-0.89,-2.96,-0.0031,4.26,-1.2,0.01,0.55,-2.36
202009,-3.63,0.01,-2.68,-0.0313,-1.39,-1.89,0.01,3.12,0.41
202010,-2.1,4.64,4.22,0.0311,-0.75,-0.76,0.01,-3.05,0.58
202011,12.47,7.12,2.13,0.1263,-2.2,1.37,0.01,-12.43,3.01
202012,4.63,4.79,-1.5,-0.0055,-1.99,-0.11,0.01,-2.32,-2.98
202101,-0.03,6.92,2.97,0.0048,-3.81,4.9,0.01,4.5,0.76
202102,2.78,4.53,7.17,0.1008,0.31,-1.94,0,-7.89,4.5
202103,3.08,-0.86,7.39,0.0655,6.47,3.41,0,-6.14,-0.9
202104,4.93,-3.15,-0.95,0.0011,2.49,-2.69,0,1.16,1.32
202105,0.29,1.23,7.09,0.0657,2.53,3.01,0,0.88,1.34
202106,2.75,-0.34,-7.83,-0.0503,-2.18,-0.95,0,2.2,3.11
202107,1.27,-4.63,-1.78,-0.0109,5.5,-0.52,0,-2.25,-0.71
202108,2.91,-0.68,-0.15,-0.0106,-0.3,-1.79,0,2.51,-1.54
202109,-4.37,1.13,5.09,0.0546,-1.9,2.11,0,1.49,0.76
202110,6.65,-2.7,-0.49,-0.0156,1.69,-1.45,0,3.19,-1.61
202111,-1.55,-1.77,-0.45,-0.0201,7.22,1.72,0,0.9,-2.75
202112,3.1,-0.77,3.26,0.0373,4.92,4.4,0.01,-2.6,-0.21
202201,-6.25,-4.04,12.75,0.1236,0.87,7.74,0,-2.52,-4.7
202202,-2.29,2.94,3.08,0.0263,-2.08,3.12,0,1.76,-3.31
202203,3.05,-2.16,-1.8,-0.0004,-1.56,3.14,0.01,3.01,0.08
202204,-9.46,-0.41,6.17,0.0429,3.63,5.89,0.01,4.87,-1.97
202205,-0.34,-0.05,8.39,0.0669,1.44,3.97,0.03,2.46,-2.09
202206,-8.43,1.31,-5.98,-0.0198,1.86,-4.7,0.06,0.77,1.65
202207,9.57,1.86,-4.1,-0.0343,0.68,-6.92,0.08,-3.94,6.32
202208,-3.77,1.49,0.3,-0.0004,-4.78,1.29,0.19,1.99,1.7
202209,-9.35,-0.97,0.06,-0.0274,-1.51,-0.84,0.19,3.47,-1.61
202210,7.83,1.86,8.05,0.0502,3.07,6.52,0.23,3.87,0.33
202211,4.6,-2.67,1.38,0.0241,6.01,3.11,0.29,-2.01,0.55
202212,-6.41,-0.16,1.32,-0.0044,0.09,4.19,0.33,4.52,-3.42
202301,6.65,4.43,-4.05,0.0476,-2.62,-4.53,0.35,-15.98,9.37
